dataset,seed,chunk_size,embedding,reranking,question,gold_answer,generated_answer,hit_at_k,latency_ms
squad,42,1024,baai,True,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?",means to invest,"According to the wealth concentration theory, the wealthy have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth.",1,971.62
squad,42,1024,baai,True,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by creating a jet of expelled water that drives them backwards very quickly.,1,1152.45
squad,42,1024,baai,True,Who did Alexander I marry?,Sybilla of Normandy,Sybilla of Normandy.,1,1722.45
squad,42,1024,baai,True,When are the new Sky Q products going to be available?,2016,2016.,1,2883.49
squad,42,1024,baai,True,What city in Victoria is called the sporting capital of Australia?,Melbourne,Melbourne.,1,3380.91
squad,42,1024,baai,True,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,906.86
squad,42,1024,baai,True,What would be needed to host a larger population?,agriculture,Agriculture.,1,953.25
squad,42,1024,baai,True,What Swiss city was the center of the Calvinist movement?,Geneva,Geneva.,1,1713.44
squad,42,1024,baai,True,What was the very first television station to broadcast in Fresno?,KMJ-TV,"KMJ-TV, which is now known as NBC affiliate KSEE.",1,2844.64
squad,42,1024,baai,True,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2751.55
squad,42,1024,baai,True,"Who suggested that imperialism was the ""highest"" form of capitalism?",Lenin,Lenin.,1,1712.18
squad,42,1024,baai,True,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2737.51
squad,42,1024,baai,True,What period did plates reverse directions to compress the Tethys floor?,Jurassic Period,The Jurassic Period.,1,1079.41
squad,42,1024,baai,False,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,519.91
squad,42,1024,baai,False,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,512.22
squad,42,1024,baai,False,In what year did Priestley publish the findings of his experiments?,1775,1775.,1,404.28
squad,42,1024,baai,False,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2416.52
squad,42,1024,baai,False,To what pathogen that causes gas gangrene is oxygen poisonous?,anaerobic bacteria,Anaerobic bacteria.,1,2272.13
squad,42,1024,baai,False,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies","Host computers (servers) at thousands of large companies, educational institutions, and government agencies.",1,2471.62
squad,42,1024,baai,False,What is the high end of the temperature range in winter?,70,70.,1,2370.73
squad,42,1024,baai,False,"What month, every four years, are the ordinary general elections held on?",May,May.,1,2694.71
squad,42,1024,baai,False,What entity owns V/Line?,Victorian Government,The Victorian Government.,1,2393.31
squad,42,1024,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2614.89
squad,42,1024,baai,False,How many times less is the strenght of the weak field compared to the strong?,1013,1013 times less.,1,2389.0
squad,42,1024,baai,False,Persistent unemployment has what effect on long-term economic growth?,negative,It has a negative effect.,1,2422.0
squad,42,1024,baai,False,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2499.8
squad,42,1024,baai,False,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2428.4
squad,42,1024,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power, and gradual Islamization from the bottom up.",1,2579.18
squad,42,1024,baai,False,When was the great plague of London?,1665,1665.,1,2561.12
squad,42,1024,baai,False,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2342.77
squad,42,1024,baai,False,Where do ctenophora live?,marine waters,Marine waters worldwide.,1,2637.5
squad,42,1024,baai,False,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2446.68
squad,42,1024,baai,False,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,2567.51
squad,42,1024,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2442.07
squad,42,1024,baai,False,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino American community in Jacksonville.,1,2399.17
squad,42,1024,baai,False,How was the Dutch name for the Rhine originally spelled? ,Rhijn,The Dutch name for the Rhine was originally spelled as Rhijn.,1,2470.27
squad,42,1024,baai,False,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2451.62
squad,42,1024,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2456.5
squad,42,1024,baai,False,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2587.41
squad,42,1024,baai,False,Which nation contains the majority of the amazon forest?,Brazil,Brazil.,1,2734.69
squad,42,1024,baai,False,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,2593.04
squad,42,1024,baai,False,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2418.0
squad,42,1024,baai,False,Where is much of the work of the Scottish Parliament done?,committee,In committee.,1,2434.69
squad,42,1024,baai,False,What must the adoption of laws which will have legal effect in the EU have?,a proper legal basis,A proper legal basis.,1,2582.85
squad,42,1024,baai,False,What is located within this district?,the oldest street in the United States of America,The oldest street in the United States of America.,1,2492.22
squad,42,1024,baai,False,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2737.24
squad,42,1024,baai,False,When are subject committees established?,beginning of each parliamentary session,At the beginning of each parliamentary session.,1,2330.61
squad,42,1024,baai,False,How many protestants live in France today?,one million,Approximately one million Protestants.,1,2366.02
squad,42,1024,baai,False,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2680.65
squad,42,1024,baai,False,What is a twin prime?,pairs of primes with difference 2,Pairs of primes with a difference of 2.,1,2548.74
squad,42,1024,baai,False,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?",means to invest,"According to the wealth concentration theory, the wealthy have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth.",1,2607.98
squad,42,1024,baai,False,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by creating a jet of expelled water that drives them backwards very quickly.,1,2504.66
squad,42,1024,baai,False,Who did Alexander I marry?,Sybilla of Normandy,Sybilla of Normandy.,1,2738.93
squad,42,1024,baai,False,When are the new Sky Q products going to be available?,2016,2016.,1,2543.01
squad,42,1024,baai,False,What city in Victoria is called the sporting capital of Australia?,Melbourne,Melbourne.,1,2464.86
squad,42,1024,baai,False,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2404.66
squad,42,1024,baai,False,What would be needed to host a larger population?,agriculture,Agriculture.,1,2435.71
squad,42,1024,baai,False,What Swiss city was the center of the Calvinist movement?,Geneva,Geneva.,1,2758.63
squad,42,1024,baai,False,What was the very first television station to broadcast in Fresno?,KMJ-TV,"KMJ-TV, which is now known as NBC affiliate KSEE.",1,2435.82
squad,42,1024,baai,False,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2390.57
squad,42,1024,baai,False,"Who suggested that imperialism was the ""highest"" form of capitalism?",Lenin,Lenin.,1,2689.51
squad,42,1024,baai,False,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2375.16
squad,42,1024,baai,False,What period did plates reverse directions to compress the Tethys floor?,Jurassic Period,The Jurassic Period.,1,2435.83
squad,123,256,baai,True,What was Tymnet,"an international data communications network headquartered in San Jose, CA",An international data communications network.,1,1364.27
squad,123,256,baai,True,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,622.88
squad,123,256,baai,True,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,1144.92
squad,123,256,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,1403.06
squad,123,256,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,969.87
squad,123,256,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,895.25
squad,123,256,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,1102.43
squad,123,256,baai,True,How many protestants live in France today?,one million,Approximately one million Protestants.,1,3019.23
squad,123,256,baai,True,What did a greedy merchant do to the mermaid?,captured,He captured her.,1,974.23
squad,123,256,baai,True,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,"They clap their lobes to expel water, driving themselves backwards quickly.",1,1605.65
squad,123,256,baai,True,"What month, every four years, are the ordinary general elections held on?",May,May.,1,1343.67
squad,123,256,baai,True,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,3122.34
squad,123,256,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,920.54
squad,123,256,baai,True,When was the first Sino-Japanese War?,1894,1894.,1,1342.06
squad,123,256,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They assimilated through marrying outside their immediate French communities and adopting the customs of the larger society.,1,3017.43
squad,123,256,baai,True,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2888.27
squad,123,256,baai,True,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2965.83
squad,123,256,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that NP is not equal to co-NP.",1,2926.39
squad,123,256,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2945.55
squad,123,256,baai,True,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2869.75
squad,123,256,baai,True,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,1437.18
squad,123,256,baai,True,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2913.54
squad,123,256,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,1355.08
squad,123,256,baai,True,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino community.,1,3041.53
squad,123,256,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,1485.92
squad,123,256,baai,True,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X reduces to Y.,1,1026.97
squad,123,256,baai,True,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies",Host computers (servers) at thousands of large locations.,0,1414.39
squad,123,256,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,1332.76
squad,123,256,baai,True,When did Khan establish the Great Yuan?,1271,1271.,1,1707.52
squad,123,256,baai,True,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by driving themselves backwards very quickly with the jet of expelled water.,1,1601.25
squad,123,256,baai,True,Where does heat rejection occur in the Rankine cycle?,in the condenser,in the condenser.,1,1376.13
squad,123,256,baai,True,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,1305.42
squad,123,256,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,1059.72
squad,123,256,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,1017.76
squad,123,256,baai,True,What is the magnitude of force divided by when external force is added?,mass of the system,mass of the system.,1,1030.91
squad,123,256,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,1284.68
squad,123,256,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,1288.99
squad,123,256,baai,True,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,3041.88
squad,123,256,baai,True,What would be needed to host a larger population?,agriculture,Agriculture.,1,1127.4
squad,123,256,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law.,1,1350.95
squad,123,256,baai,True,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge is at Remagen.,1,1133.18
squad,123,256,baai,True,Health problems were lower in places with higher levels of what?,equality,equality,1,1124.15
squad,123,256,baai,True,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,1364.47
squad,123,256,baai,True,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,1634.45
squad,123,256,baai,True,When are the new Sky Q products going to be available?,2016,2016.,1,549.82
squad,123,256,baai,True,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,3017.27
squad,123,256,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 mL per liter.,1,1396.57
squad,123,256,baai,True,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,917.73
squad,123,256,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,Two poles.,1,1280.05
squad,123,256,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,1313.26
squad,123,256,baai,False,What was Tymnet,"an international data communications network headquartered in San Jose, CA",An international data communications network.,1,684.31
squad,123,256,baai,False,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,438.03
squad,123,256,baai,False,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,404.13
squad,123,256,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,749.77
squad,123,256,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2463.83
squad,123,256,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2383.6
squad,123,256,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2699.48
squad,123,256,baai,False,How many protestants live in France today?,one million,Approximately one million Protestants.,1,2413.18
squad,123,256,baai,False,What did a greedy merchant do to the mermaid?,captured,He captured her.,1,2411.84
squad,123,256,baai,False,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,"They clap their lobes to expel water, driving themselves backwards quickly.",1,2671.85
squad,123,256,baai,False,"What month, every four years, are the ordinary general elections held on?",May,May.,1,2517.07
squad,123,256,baai,False,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,2571.63
squad,123,256,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2420.63
squad,123,256,baai,False,When was the first Sino-Japanese War?,1894,1894.,1,2478.13
squad,123,256,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They assimilated through marrying outside their immediate French communities and adopting the customs of the larger society.,1,2593.49
squad,123,256,baai,False,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2420.1
squad,123,256,baai,False,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2577.22
squad,123,256,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that NP is not equal to co-NP.",1,2423.16
squad,123,256,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2461.92
squad,123,256,baai,False,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2434.09
squad,123,256,baai,False,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,2546.83
squad,123,256,baai,False,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2537.95
squad,123,256,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2698.42
squad,123,256,baai,False,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino community in Jacksonville.,1,2463.4
squad,123,256,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,2568.97
squad,123,256,baai,False,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X reduces to Y.,1,2436.08
squad,123,256,baai,False,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies",Host computers (servers) at thousands of large locations.,0,2522.78
squad,123,256,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2543.77
squad,123,256,baai,False,When did Khan establish the Great Yuan?,1271,1271.,1,2613.42
squad,123,256,baai,False,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by driving themselves backwards very quickly with the jet of expelled water.,1,2548.29
squad,123,256,baai,False,Where does heat rejection occur in the Rankine cycle?,in the condenser,In the condenser.,1,2808.68
squad,123,256,baai,False,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,2590.81
squad,123,256,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2470.74
squad,123,256,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2429.24
squad,123,256,baai,False,What is the magnitude of force divided by when external force is added?,mass of the system,mass of the system.,1,2447.63
squad,123,256,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2618.22
squad,123,256,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2506.11
squad,123,256,baai,False,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,2477.49
squad,123,256,baai,False,What would be needed to host a larger population?,agriculture,Agriculture.,1,2741.08
squad,123,256,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law.,1,2558.51
squad,123,256,baai,False,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge is at Arnhem.,1,2605.5
squad,123,256,baai,False,Health problems were lower in places with higher levels of what?,equality,equality,1,2489.82
squad,123,256,baai,False,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,2550.78
squad,123,256,baai,False,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2546.01
squad,123,256,baai,False,When are the new Sky Q products going to be available?,2016,2016.,1,2498.57
squad,123,256,baai,False,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,2428.66
squad,123,256,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 mL per liter.,1,2548.28
squad,123,256,baai,False,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,2438.72
squad,123,256,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,Two poles.,1,2490.2
squad,123,256,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,Photolysis of ozone by light of short wavelength.,1,2454.53
squad,123,512,baai,True,What was Tymnet,"an international data communications network headquartered in San Jose, CA",An international data communications network.,1,1556.0
squad,123,512,baai,True,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,1131.81
squad,123,512,baai,True,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,1178.83
squad,123,512,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,1403.06
squad,123,512,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,1098.17
squad,123,512,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,1023.73
squad,123,512,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy.,1,1036.1
squad,123,512,baai,True,How many protestants live in France today?,one million,Approximately one million Protestants.,1,1135.76
squad,123,512,baai,True,What did a greedy merchant do to the mermaid?,captured,He captured her.,1,1132.79
squad,123,512,baai,True,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes.,1,1565.18
squad,123,512,baai,True,"What month, every four years, are the ordinary general elections held on?",May,May.,1,1712.65
squad,123,512,baai,True,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,1056.26
squad,123,512,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,1026.28
squad,123,512,baai,True,When was the first Sino-Japanese War?,1894,1894.,1,1600.04
squad,123,512,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They adapted quickly and often married outside their immediate French communities.,1,1147.28
squad,123,512,baai,True,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,1009.84
squad,123,512,baai,True,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,1024.45
squad,123,512,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,386.4
squad,123,512,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,490.45
squad,123,512,baai,True,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,437.9
squad,123,512,baai,True,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,2733.31
squad,123,512,baai,True,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2510.79
squad,123,512,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2873.29
squad,123,512,baai,True,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino community in Jacksonville.,1,2540.8
squad,123,512,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,A plea of no contest is sometimes regarded as a compromise between guilty and not guilty.,1,2806.76
squad,123,512,baai,True,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X is no more difficult than Y.,1,2565.44
squad,123,512,baai,True,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies","Host computers (servers) at thousands of large companies, educational institutions, and government agencies.",1,2808.15
squad,123,512,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2558.11
squad,123,512,baai,True,When did Khan establish the Great Yuan?,1271,1271.,1,2874.31
squad,123,512,baai,True,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by driving themselves backwards very quickly with the jet of expelled water.,1,2794.49
squad,123,512,baai,True,Where does heat rejection occur in the Rankine cycle?,in the condenser,In the condenser.,1,2694.5
squad,123,512,baai,True,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,2619.45
squad,123,512,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2496.09
squad,123,512,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2520.05
squad,123,512,baai,True,What is the magnitude of force divided by when external force is added?,mass of the system,mass of the system.,1,2512.95
squad,123,512,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2796.21
squad,123,512,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2687.23
squad,123,512,baai,True,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,2565.39
squad,123,512,baai,True,What would be needed to host a larger population?,agriculture,Agriculture.,1,2522.73
squad,123,512,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2658.35
squad,123,512,baai,True,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge at Arnhem.,1,2534.87
squad,123,512,baai,True,Health problems were lower in places with higher levels of what?,equality,equality,1,2516.17
squad,123,512,baai,True,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,3113.53
squad,123,512,baai,True,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2933.85
squad,123,512,baai,True,When are the new Sky Q products going to be available?,2016,The new Sky Q products are to be available in 2016.,1,2571.3
squad,123,512,baai,True,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,2861.27
squad,123,512,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2650.08
squad,123,512,baai,True,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,2623.98
squad,123,512,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power seized by revolution or invasion, and a ""reformist"" pole where Islamists work to Islamize society gradually ""from the bottom up"".",1,2590.05
squad,123,512,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2704.87
squad,123,512,baai,False,What was Tymnet,"an international data communications network headquartered in San Jose, CA",An international data communications network.,1,294.97
squad,123,512,baai,False,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,215.24
squad,123,512,baai,False,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,213.52
squad,123,512,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2447.45
squad,123,512,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2293.26
squad,123,512,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2279.53
squad,123,512,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy.,1,2261.86
squad,123,512,baai,False,How many protestants live in France today?,one million,Approximately one million Protestants.,1,2295.98
squad,123,512,baai,False,What did a greedy merchant do to the mermaid?,captured,He captured her.,1,2285.94
squad,123,512,baai,False,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes.,1,2474.81
squad,123,512,baai,False,"What month, every four years, are the ordinary general elections held on?",May,May.,1,2305.94
squad,123,512,baai,False,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,2380.44
squad,123,512,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2249.49
squad,123,512,baai,False,When was the first Sino-Japanese War?,1894,1894.,1,2303.2
squad,123,512,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They adapted quickly and often married outside their immediate French communities.,1,2268.9
squad,123,512,baai,False,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2266.7
squad,123,512,baai,False,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2367.3
squad,123,512,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2260.55
squad,123,512,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2438.24
squad,123,512,baai,False,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2407.68
squad,123,512,baai,False,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,2332.88
squad,123,512,baai,False,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2291.73
squad,123,512,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2339.12
